Date d'arrivée labo,Civilité,Nom,Prénom,Date de naissance,Âge au 1er janvier 2022,Pays d'origine,Catégorie la plus récente,Statut le plus récent
01/10/2019,M,Lagarde,Auguste,02/08/1991,30,France,PERMANENT,Chargé de Recherche Classe Normale
02/07/2007,M,Lagarde,Bernard-Bernard,25/08/1980,41,--- Inconnu ---,NON PERMANENT,Post Doctorant
02/05/2007,Mme,Lagarde,Corinne,16/05/1991,30,--- Inconnu ---,NON PERMANENT,Assistant Ingénieur
16/03/2020,M,Lagarde,Roger,11/08/1984,37,France,NON PERMANENT,Stagiaire
01/02/2017,Mme,Lagarde,Valentine,15/07/1982,39,France,NON PERMANENT,Ingénieur de Recherche
02/12/2002,M,Laine,Claude,04/01/1982,39,France,PERMANENT,Maître de Conférences
17/01/2009,M,Laine,Jean,02/08/1962,59,--- Inconnu ---,NON PERMANENT,Stagiaire
04/05/2020,M,Laine,Lucas,25/05/1996,25,France,NON PERMANENT,Stagiaire
06/10/2007,M,Laine,Roland,19/04/1975,46,--- Inconnu ---,NON PERMANENT,Ingénieur de Recherche
01/01/2004,M,Lambert,Marc,13/10/1965,56,France,PERMANENT,Professeur 1ère Classe
01/10/2005,M,Lambert-Martins,Claude,05/05/1972,49,France,NON PERMANENT,Doctorant
02/11/2009,Mme,Lamolle,Capucine,15/09/2001,20,Cameroun,NON PERMANENT,Ingénieur
01/07/2014,M,Lamy,Benoît-Lucas,03/07/1981,40,France,NON PERMANENT,Assistant Ingénieur
01/09/2007,M,Lamy,Hugues,27/08/1981,40,--- Inconnu ---,NON PERMANENT,Post Doctorant
15/02/2008,M,Lamy,Jacques,25/06/1990,31,--- Inconnu ---,NON PERMANENT,Ingénieur de Recherche
01/10/2018,M,Lamy,Lucas,01/07/1974,47,Brésil,NON PERMANENT,Doctorant
02/12/2002,M,Lamy,Olivier,03/03/1986,35,France,ASSOCIE,Maître de Conférences Hors Classe
01/12/2010,M,Lamy,Paul-Jérôme,25/01/1958,63,Ukraine,NON PERMANENT,Ingénieur
01/10/2021,M,Lamy,Stéphane,17/04/1960,61,Chine,NON PERMANENT,Doctorant
01/09/2013,M,Lamy-Dos Santos,Matthieu,14/01/1969,52,Algérie,NON PERMANENT,Attaché Temporaire d'Enseignement et de Recherche
03/04/2008,M,Langlois,Adrien,08/04/2000,21,--- Inconnu ---,NON PERMANENT,Stagiaire
01/07/2021,M,Langlois,Gérard,09/10/1985,36,France,NON PERMANENT,Post Doctorant
01/04/2019,M,Langlois,Théophile-Raymond,09/09/1965,56,France,NON PERMANENT,Stagiaire
01/03/2016,M,Langlois-Charrier,Franck,09/06/1999,22,Algérie,NON PERMANENT,Chercheur
01/10/2016,Mme,Laporte,Chantal,03/06/1969,52,Belgique,NON PERMANENT,Doctorant
01/09/2013,M,Laporte,Claude,22/07/1979,42,France,PERMANENT,Chargé de Recherche 1ère Classe
15/04/2011,M,Laporte,William-Augustin,29/07/1966,55,France,NON PERMANENT,Ingénieur
28/02/2013,Mme,Laporte,Émilie,15/08/1977,44,Chine,NON PERMANENT,Doctorant
01/02/2017,M,Laroche,Adrien-Théophile,18/05/1969,52,France,NON PERMANENT,Stagiaire
01/07/2007,M,Laroche,Alfred,05/02/1959,62,Pologne,NON PERMANENT,Post Doctorant
01/11/2021,M,Laroche,Guy,28/05/1962,59,Nigéria,NON PERMANENT,Ingénieur
01/09/2008,M,Laroche,Henri,06/06/1966,55,Algérie,NON PERMANENT,Doctorant
01/12/2013,M,Laroche,Jacques-Joseph,26/03/1981,40,Iran,NON PERMANENT,Doctorant
01/12/2008,Mme,Laroux,Maryse,23/03/1989,32,Liban,NON PERMANENT,Doctorant
01/11/2016,Mme,Launay,Christiane,18/02/2001,20,Tunisie,NON PERMANENT,Attaché Temporaire d'Enseignement et de Recherche
01/10/2012,M,Launay,David,12/01/1977,44,Fédération de Russie,PERMANENT,Chargé de Recherche 1ère Classe
16/11/2006,M,Launay,Franck,01/04/1985,36,--- Inconnu ---,NON PERMANENT,Doctorant
01/10/2005,M,Laurent,Joseph-Benoît,25/07/1957,64,--- Inconnu ---,NON PERMANENT,Doctorant
01/09/2009,Mme,Laurent,Louise,16/10/1994,27,Algérie,NON PERMANENT,Doctorant
02/12/2002,M,Le Albert,Matthieu,06/08/1980,41,France,PERMANENT,Professeur de Classe Exceptionnelle 1
01/10/2015,M,Le Auger,Grégoire,01/05/1980,41,--- Inconnu ---,NON PERMANENT,Attaché Temporaire d'Enseignement et de Recherche
03/04/2017,M,Le Blanchard,Thierry,02/08/1970,51,France,NON PERMANENT,Doctorant
01/07/2007,M,Le Bonnin,David,02/07/1988,33,Algérie,NON PERMANENT,Doctorant
07/01/2020,M,Le Bonnin,Laurent,06/08/1976,45,Algérie,NON PERMANENT,Chercheur
01/10/2020,M,Le Boucher,Luc,31/07/1983,38,Togo,NON PERMANENT,Doctorant
01/01/2010,M,Le Boutin,Grégoire,08/12/1991,30,Algérie,NON PERMANENT,Technicien de la Recherche
15/03/2011,M,Le Chartier,Olivier,02/02/1979,42,France,NON PERMANENT,Ingénieur d'Etudes
13/11/2019,M,Le Chretien,Nicolas,15/05/1977,44,Algérie,NON PERMANENT,Chercheur
12/06/2007,M,Le Coste,Lucas,01/08/1974,47,--- Inconnu ---,ASSOCIE,Maître de Conférences
01/01/2019,M,Le David,Nicolas,25/07/1987,34,--- Inconnu ---,NON PERMANENT,Doctorant
01/01/2006,M,Le Descamps,Charles,07/03/1960,61,France,DETACHEMENT sortant,Directeur de Recherche
01/10/2018,M,Le Diaz,Franck,19/08/2003,18,Inde,NON PERMANENT,Ingénieur d'Etudes
01/09/2013,M,Le Dos Santos,Thomas,19/04/1959,62,République Arabe Syrienne,NON PERMANENT,Attaché Temporaire d'Enseignement et de Recherche
01/09/2020,M,Le Duhamel,Augustin,12/09/1973,48,France,NON PERMANENT,Attaché Temporaire d'Enseignement et de Recherche
01/10/2007,M,Le Evrard,Bertrand,08/04/1984,37,--- Inconnu ---,NON PERMANENT,Ingénieur
02/05/2019,M,Le Gall,Benjamin,28/09/1971,50,France,NON PERMANENT,Stagiaire
01/01/2013,M,Le Gall,Léon-Gabriel,31/08/1962,59,--- Inconnu ---,NON PERMANENT,Post Doctorant
15/03/2021,M,Le Gall,Édouard,12/01/1987,34,Belgique,NON PERMANENT,Post Doctorant
03/05/2021,M,Le Gall-Charpentier,Théophile,05/08/1990,31,France,NON PERMANENT,Stagiaire
31/08/2010,M,Le Gall-Chevalier,Martin,02/10/1994,27,Argentine,NON PERMANENT,Stagiaire
01/09/2017,M,Le Gall-Hamon,Marcel,13/02/1966,55,France,NON PERMANENT,Doctorant
21/06/2021,M,Le Gay,Bernard,06/06/1974,47,France,NON PERMANENT,Stagiaire
01/11/2010,M,Le Gay,Gilles,04/09/1973,48,France,NON PERMANENT,Ingénieur
01/10/2021,M,Le Godard,François,07/11/1970,51,Tunisie,NON PERMANENT,Stagiaire
13/02/2012,M,Le Goff,Christophe,22/08/1964,57,Yémen,NON PERMANENT,Post Doctorant
01/02/2021,M,Le Goff,Laurent,31/10/1977,44,France,NON PERMANENT,Ingénieur d'Etudes
01/10/2017,M,Le Goff,Noël-Olivier,19/09/2003,18,France,NON PERMANENT,Doctorant
01/10/2012,M,Le Goff,Raymond,28/09/1977,44,--- Inconnu ---,NON PERMANENT,Post Doctorant
01/06/2012,M,Le Goff,Roger-Thibault,17/05/1966,55,France,NON PERMANENT,Stagiaire
01/01/2014,M,Le Goff,Théodore,10/02/1977,44,France,NON PERMANENT,Ingénieur
12/06/2007,M,Le Goff,William,10/06/1967,54,--- Inconnu ---,NON PERMANENT,Post Doctorant
10/07/2017,M,Le Goncalves,Victor,17/05/1971,50,Chine,NON PERMANENT,Professeur
01/10/2005,Mme,Le Goulot,Suzanne,05/07/1978,43,France,NON PERMANENT,Doctorant
01/10/2005,M,Le Guichard,Patrick,04/01/2004,17,France,PERMANENT,Maître de Conférences
01/09/2021,M,Le Guillou,Christophe,15/03/1958,63,France,NON PERMANENT,Attaché Temporaire d'Enseignement et de Recherche
01/03/2018,Mme,Le Guirec,Juliette,29/12/1993,28,Tunisie,NON PERMANENT,Ingénieur
28/01/2013,Mme,Le Guirec,Margaud,21/02/1963,58,--- Inconnu ---,NON PERMANENT,Stagiaire
01/10/2010,M,Le Henry,Frédéric,08/10/1979,42,--- Inconnu ---,NON PERMANENT,Professeur
15/10/2013,M,Le Huet,Yves,22/06/1983,38,Slovaquie,NON PERMANENT,Doctorant
01/10/2021,M,Le Jacques,Pierre,12/03/1982,39,France,NON PERMANENT,Doctorant
01/09/2019,M,Le Julien,Emmanuel,22/02/1989,32,France,PERMANENT,Maître de Conférences Classe Normale
01/01/2017,M,Le Le Gall,Émile,29/05/1985,36,France,NON PERMANENT,Stagiaire
01/01/2004,M,Le Leclercq,Isaac,09/12/1958,63,France,PERMANENT,Professeur 1ère Classe
25/05/2009,M,Le Legros,Joseph,19/10/1964,57,Algérie,NON PERMANENT,Doctorant
01/10/2008,M,Le Louis,Jules,12/01/1961,60,--- Inconnu ---,NON PERMANENT,Doctorant
01/09/2014,M,Le Lucas,Hugues,26/04/1980,41,France,NON PERMANENT,Post Doctorant
01/09/1988,M,Le Marion,Alphonse,10/06/1976,45,France,NON PERMANENT,Professeur
01/01/2010,M,Le Marty,Alphonse,09/09/1986,35,Bolivie,NON PERMANENT,Doctorant
01/10/2014,M,Le Mathieu,Patrick,10/06/1993,28,Inde,NON PERMANENT,Doctorant
01/10/2008,M,Le Monnier,Emmanuel,30/11/1980,41,--- Inconnu ---,NON PERMANENT,Ingénieur
01/01/2004,M,Le Morvan,Patrick,26/05/1971,50,France,PERMANENT,Professeur 2ème Classe
01/10/2014,M,Le Peltier,Nicolas,23/09/1957,64,France,NON PERMANENT,Ingénieur
15/02/2015,M,Le Pereira,Thomas,14/03/1974,47,Algérie,NON PERMANENT,Doctorant
04/10/2007,M,Le Perrier,Théodore,05/02/1969,52,Liban,NON PERMANENT,Doctorant
01/11/2020,M,Le Pineau,Isaac,28/03/1988,33,Chili,NON PERMANENT,Doctorant
11/10/2012,M,Le Richard,Gabriel,21/02/2001,20,Pays-Bas,NON PERMANENT,Stagiaire
01/07/2007,M,Le Rousseau,Dominique,08/01/1967,54,France,NON PERMANENT,Ingénieur d'Etudes
01/09/2016,M,Le Rousseau,Jules,24/01/1996,25,France,PERMANENT,Ingénieur de Recherche 1ère Classe
10/12/2018,M,Le Roussel,Louis,10/03/2001,20,Inde,NON PERMANENT,Chercheur
01/09/2014,M,Le Roux,Théophile,04/11/1961,60,France,PERMANENT,Maître de Conférences
16/10/2017,M,Le Roux,William,01/11/1976,45,France,NON PERMANENT,Doctorant
01/07/2013,M,Le Roy,Auguste,10/03/1971,50,France,NON PERMANENT,Ingénieur d'Etudes
01/09/2019,M,Le Thomas,Zacharie,22/08/1990,31,France,PERMANENT,Maître de Conférences Classe Normale
01/09/2010,M,Le Toussaint,Emmanuel,17/04/1975,46,Italie,PERMANENT,Chargé de Recherche 1ère Classe
01/10/2007,M,Le Turpin,Claude,09/05/1997,24,France,PERMANENT,Directeur de Recherche 2ème Classe
01/09/2006,M,Le Vaillant,Grégoire,28/12/1958,63,France,PERMANENT,Maître de Conférences
06/06/2007,Mme,Lebas,Nathalie,29/03/1976,45,--- Inconnu ---,ASSOCIE,Maître de Conférences
01/09/1998,M,Leblanc,Philippe,29/07/1980,41,France,PERMANENT,Professeur de Classe Exceptionnelle 1
01/11/2007,M,Leblanc,René,07/01/2001,20,France,NON PERMANENT,Post Doctorant
01/10/2014,M,Leblanc-Garnier,Guy,25/09/1975,46,Iran,NON PERMANENT,Doctorant
09/02/2007,Mme,Lebon,Arnaude,16/10/2002,19,Algérie,NON PERMANENT,Doctorant
26/11/2007,Mme,Lebon,Inès,20/10/1976,45,Tunisie,NON PERMANENT,Doctorant
01/10/2012,M,Lebon,Jacques,13/06/1982,39,Inde,NON PERMANENT,Doctorant
01/10/2008,M,Lebon,Luc,20/05/2002,19,France,NON PERMANENT,Doctorant
01/10/2008,Mme,Lebreton,Michelle,07/03/1958,63,--- Inconnu ---,NON PERMANENT,Doctorant
08/03/2012,M,Lebrun,Joseph,28/07/1995,26,--- Inconnu ---,NON PERMANENT,Stagiaire
25/01/2012,Mme,Lebrun,Julie,25/06/1976,45,Chine,NON PERMANENT,Doctorant
01/12/2010,M,Lebrun,René-Hugues,30/09/1962,59,--- Inconnu ---,NON PERMANENT,Ingénieur
01/06/2013,M,Lebrun,Vincent,08/08/2001,20,France,NON PERMANENT,Stagiaire
10/01/2006,M,Lebrun-Pons,Antoine,12/04/1976,45,--- Inconnu ---,NON PERMANENT,--- Inconnu ---
01/01/2015,Mme,Lecarpentier,Stéphanie,24/04/1983,38,France,PERMANENT,Adjoint technique principal de 2ème classe
01/11/2013,Mme,Leclerc,Adèle,27/05/1976,45,Cameroun,NON PERMANENT,Doctorant
01/10/2012,M,Leclerc,François,29/06/1980,41,France,NON PERMANENT,Doctorant
26/03/2012,M,Leclerc,Olivier,04/08/1958,63,Algérie,NON PERMANENT,Ingénieur d'Etudes
01/08/2013,M,Leclercq,Claude,06/05/1973,48,France,NON PERMANENT,Ingénieur
01/09/2017,M,Leclercq,Olivier,07/07/1992,29,Bénin,NON PERMANENT,Attaché Temporaire d'Enseignement et de Recherche
01/12/2014,M,Leclercq,Richard,10/12/1998,23,Iraq,NON PERMANENT,Doctorant
09/07/2019,M,Leclercq,Édouard,22/10/1999,22,Iran,NON PERMANENT,Post Doctorant
01/09/2007,M,Lecomte,Alfred,28/06/1978,43,France,PERMANENT,Maître de Conférences
01/10/2014,Mme,Lecomte,Émilie-Lorraine,14/05/1989,32,France,NON PERMANENT,Attaché Temporaire d'Enseignement et de Recherche
01/04/2010,M,Leconte,André,26/05/1997,24,France,NON PERMANENT,Assistant Ingénieur
21/12/2018,Mme,Leconte,Camille-Margot,02/04/1959,62,Chine,NON PERMANENT,Doctorant
01/10/2009,M,Leconte,Gilles,06/10/1998,23,France,NON PERMANENT,Doctorant
01/06/2017,M,Leconte,Gérard,20/01/1959,62,Espagne,NON PERMANENT,Ingénieur de Recherche
01/10/2018,M,Leconte-Fouquet,Eugène,28/07/1982,39,France,NON PERMANENT,Doctorant
01/10/2007,M,Leconte-Noel,Roger,17/12/1998,23,France,NON PERMANENT,Doctorant
01/10/2014,M,Lecoq,Bertrand,27/10/1996,25,Nouvelle-Calédonie,NON PERMANENT,Doctorant
13/06/2007,M,Lecoq,Guy-Étienne,07/02/1968,53,France,PERMANENT,Professeur Certifié
01/11/2013,M,Lecoq,Hugues,27/12/1969,52,Belgique,NON PERMANENT,Doctorant
02/11/2020,M,Lecoq,Laurent,10/08/1958,63,Maroc,NON PERMANENT,Doctorant
26/06/2012,Mme,Lecoq,Sophie-Christiane,11/02/1982,39,France,NON PERMANENT,Stagiaire
01/10/2006,Mme,Lecout,Alexandria,31/08/1997,24,--- Inconnu ---,NON PERMANENT,Doctorant
01/06/2017,Mme,Leczek,Madeleine,20/08/1960,61,--- Inconnu ---,NON PERMANENT,Stagiaire
15/06/2020,M,Ledoux,Benoît-Paul,04/08/1992,29,France,NON PERMANENT,Ingénieur d'Etudes
01/11/2013,M,Ledoux,Bertrand-René,17/08/1967,54,France,NON PERMANENT,Doctorant
01/03/2012,M,Ledoux,David,29/07/1999,22,France,PERMANENT,Ingénieur de Recherche 2ème Classe
01/02/2002,M,Ledoux,Timothée,17/03/1996,25,France,PERMANENT,Professeur 1ère Classe
25/06/2018,Mme,Ledoux,Valentine,18/08/2003,18,France,NON PERMANENT,Stagiaire
01/09/2020,M,Ledoux-Laporte,Alexandre,04/09/1981,40,Maroc,NON PERMANENT,Doctorant
01/09/2016,M,Ledoux-Richard,Auguste,16/12/1970,51,France,NON PERMANENT,Doctorant
01/09/2017,M,Ledoux-Rousset,Julien,13/11/1963,58,Chine,NON PERMANENT,Doctorant
01/09/2004,M,Leduc,Isaac-Patrick,27/05/1960,61,Allemagne,PERMANENT,Directeur de Recherche 2ème Classe
01/11/2020,M,Leduc-Roux,Gérard,19/05/1980,41,Inde,PERMANENT,ISFP
01/12/2017,Mme,Lefebvre,Catherine,27/12/1989,32,France,NON PERMANENT,Ingénieur de Recherche
01/10/2016,M,Lefebvre,Denis,14/11/1962,59,France,NON PERMANENT,Chercheur
10/10/2011,M,Lefebvre,Honoré,28/11/1998,23,France,NON PERMANENT,Ingénieur d'Etudes
01/09/2020,M,Lefebvre,Léon,26/02/1990,31,Algérie,PERMANENT,Maître de Conférences Classe Normale
06/10/2007,M,Lefebvre,Olivier,24/10/1962,59,Thaïlande,NON PERMANENT,Post Doctorant
01/09/2016,M,Lefebvre,Olivier,02/11/1971,50,Canada,NON PERMANENT,Maître de Conférences
15/04/2011,M,Lefebvre,Paul,08/12/1991,30,Viet Nam,NON PERMANENT,Stagiaire
02/12/2002,M,Lefevre,Denis,01/05/1964,57,France,PERMANENT,Professeur de Classe Exceptionnelle 1
01/10/2013,M,Lefevre,Raymond,30/01/1968,53,France,NON PERMANENT,Attaché Temporaire d'Enseignement et de Recherche
01/01/2007,M,Lefevre-Barthelemy,Henri,16/01/2000,21,Algérie,NON PERMANENT,Doctorant
18/09/2006,Mme,Lefevre-Robin,Marine,26/10/1976,45,France,PERMANENT,Maître de Conférences
01/03/2021,M,Lefort,Adrien,02/02/1973,48,Mexique,NON PERMANENT,Post Doctorant
01/09/2011,M,Lefort,Léon,28/08/2000,21,France,PERMANENT,Maître de Conférences
01/04/2011,M,Lefort-Godard,Arthur,11/06/1981,40,France,NON PERMANENT,Stagiaire
01/11/2007,M,Legendre,Jérôme-Étienne,02/02/1968,53,Liban,NON PERMANENT,Doctorant
15/10/2018,M,Legendre,Zacharie,15/10/1966,55,Algérie,NON PERMANENT,Chercheur
01/05/2015,Mme,Legendre,Élodie,04/04/1987,34,Chine,NON PERMANENT,Maître de Conférences
01/10/2005,M,Legendre-Bertrand,Alain,22/09/1966,55,--- Inconnu ---,NON PERMANENT,Doctorant
01/10/2008,Mme,Legendre-Colas,Sabine,26/04/2000,21,--- Inconnu ---,NON PERMANENT,Doctorant
01/10/2012,M,Legendre-Fournier,Victor,24/03/2003,18,France,NON PERMANENT,Doctorant
01/10/2021,M,Legendre-Goncalves,Georges,11/05/2003,18,France,NON PERMANENT,Doctorant
01/01/2011,Mme,Leger,Christelle,12/01/1981,40,France,PERMANENT,Maître de Conférences Classe Normale
01/10/2017,M,Leger,Christophe,09/04/1995,26,France,NON PERMANENT,Post Doctorant
01/05/2011,Mme,Leger,Claudine,12/06/1965,56,France,PERMANENT,Assistant Ingénieur
01/10/2020,Mme,Leger,Marthe,30/09/1969,52,Liban,NON PERMANENT,Doctorant
31/01/2017,M,Leger,Roger,17/02/1977,44,Algérie,NON PERMANENT,Chercheur
28/11/2019,M,Leger,Stéphane,31/12/1985,36,France,NON PERMANENT,Doctorant
04/04/2019,M,Legrand,Alfred,10/04/1995,26,France,NON PERMANENT,Maître de Conférences Classe Normale
01/01/2004,M,Legrand,Louis-Denis,24/04/1964,57,France,PERMANENT,Adjoint technique principal de 1ère classe
01/02/2017,Mme,Legrand,Marcelle,30/10/1982,39,France,PERMANENT,Chargé de Recherche 1ère Classe
17/09/2007,M,Legrand,Thibault-Honoré,02/05/1981,40,France,PERMANENT,Chargé de Recherche
01/10/2018,M,Legros,Eugène,11/01/1975,46,Israël,NON PERMANENT,Doctorant
01/10/2004,M,Legros-Mercier,Luc,12/10/2002,19,Algérie,PERMANENT,Professeur 1ère Classe
08/01/2018,Mme,Lejeune,Alexandria,22/05/1997,24,France,PERMANENT,Adjoint Administratif principal 1ère classe
01/10/2019,Mme,Lejeune-Hubert,Nath,21/03/1972,49,Inde,NON PERMANENT,Doctorant
03/04/2017,M,Leleu,Julien,26/03/1991,30,France,NON PERMANENT,Stagiaire
01/11/2010,M,Leleu,Théodore,30/08/1982,39,Italie,NON PERMANENT,Post Doctorant
01/10/2002,M,Lelievre,Frédéric,27/12/1990,31,France,PERMANENT,Professeur 2ème Classe
24/10/2017,M,Lelievre,Richard,12/05/1959,62,Viet Nam,NON PERMANENT,Doctorant
01/10/2020,Mme,Lelièvre,Agnès,16/05/1984,37,France,NON PERMANENT,Doctorant
06/05/2010,M,Lemaire,Olivier-Laurent,06/09/1980,41,Canada,NON PERMANENT,Post Doctorant
01/12/2007,M,Lemaire,Xavier-Zacharie,01/09/2000,21,Mali,PERMANENT,Maître de Conférences
01/10/2008,M,Lemaire-Diallo,Thomas,27/07/1978,43,Afrique du Sud,PERMANENT,Chargé de Recherche
01/10/2011,M,Lemaire-Gaillard,Éric,21/02/1984,37,France,NON PERMANENT,Post Doctorant
01/03/2013,Mme,Lemaitre,Anouk,02/11/1967,54,France,NON PERMANENT,Doctorant
04/03/2013,M,Lemaitre,Benoît,16/07/1985,36,France,NON PERMANENT,Stagiaire
01/05/2010,M,Lemaitre,Olivier,10/04/1996,25,France,PERMANENT,Ingénieur d'Etudes 1ère Classe
01/10/1992,M,Lemaitre,Vincent,04/10/1988,33,France,PERMANENT,Maître de Conférences Hors Classe Echelon Exceptionnel
01/09/2017,Mme,Lemaitre-Lecomte,Nicole,04/06/1988,33,Bahreïn,NON PERMANENT,Doctorant
01/09/2010,Mme,Lemoine,Catherine,09/04/1984,37,Algérie,NON PERMANENT,Doctorant
12/04/2021,Mme,Lemoine,Jeanne-Renée,31/10/1960,61,Chine,NON PERMANENT,Post Doctorant
01/09/2012,M,Lemoine,Théophile,22/04/1960,61,Espagne,NON PERMANENT,Post Doctorant
01/12/2012,M,Lemonnier,Jean,21/02/1984,37,Algérie,NON PERMANENT,Doctorant
02/12/2002,M,Lemonnier,Édouard,09/09/2002,19,France,PERMANENT,Technicien de Classe Exceptionelle
02/12/2002,M,Lenoir,Luc,17/10/1988,33,France,PERMANENT,Professeur
01/10/2017,Mme,Lepoux,Christelle,12/07/1973,48,France,NON PERMANENT,Doctorant
15/07/2010,M,Leroux,Antoine,13/01/1990,31,Chine,NON PERMANENT,Ingénieur d'Etudes
01/10/2005,Mme,Leroux,Audrey,13/03/1980,41,--- Inconnu ---,NON PERMANENT,Doctorant
01/09/2007,M,Leroux,Denis,04/02/1996,25,--- Inconnu ---,NON PERMANENT,Doctorant
22/10/2009,M,Leroux,Gérard,11/08/1992,29,France,NON PERMANENT,Ingénieur de Recherche
01/09/2009,M,Leroy,Bertrand,09/06/1991,30,France,PERMANENT,Professeur 2ème Classe
01/09/2008,M,Leroy,Daniel,12/03/1982,39,Roumanie,PERMANENT,Maître de Conférences Hors Classe
10/12/2018,M,Leroy,Isaac,23/01/1983,38,Inde,NON PERMANENT,Chercheur
01/09/2018,M,Leroy-Jacques,Thibault,05/12/1967,54,France,PERMANENT,Maître de Conférences Classe Normale
01/10/2018,M,Lesage,Alain,01/06/1991,30,France,NON PERMANENT,Post Doctorant
01/10/2017,M,Lesage,Augustin,25/10/1979,42,Colombie,NON PERMANENT,Post Doctorant
01/01/2020,Mme,Lesage,Jeanne,02/02/1987,34,France,NON PERMANENT,Maître de Conférences Classe Normale
01/01/2006,Mme,Lesage,Nathalie,17/03/1984,37,--- Inconnu ---,PERMANENT,Maître de Conférences
14/09/2016,M,Lesage-Blondel,Dominique,27/09/1965,56,Brésil,NON PERMANENT,Post Doctorant
01/10/2010,Mme,Letellier,Antoinette,05/09/1964,57,Tunisie,NON PERMANENT,Doctorant
01/10/2010,Mme,Letellier,Camille,18/04/1986,35,Belgique,ASSOCIE,Maître de Conférences Classe Normale
09/01/2006,M,Letellier,Georges-Grégoire,26/10/1982,39,--- Inconnu ---,NON PERMANENT,Doctorant
04/03/2013,M,Letellier,Jacques,15/12/1963,58,France,NON PERMANENT,Stagiaire
07/05/2012,M,Letellier-Grenier,Jules,04/08/1958,63,Espagne,NON PERMANENT,Stagiaire
01/10/2013,M,Leveque,Claude,30/01/1961,60,France,NON PERMANENT,Attaché Temporaire d'Enseignement et de Recherche
19/09/2018,Mme,Leveque,Martine-Susan,08/04/1983,38,Canada,NON PERMANENT,Chercheur
06/04/2020,M,Leveque,Richard,04/05/1964,57,Thaïlande,NON PERMANENT,Ingénieur d'Etudes
19/10/2006,M,Leveque,William,07/06/1978,43,--- Inconnu ---,NON PERMANENT,Assistant Ingénieur
01/10/2020,M,Levy-Guibert,Jules,30/06/1961,60,France,PERMANENT,Ingénieur de Recherche
01/03/2021,M,Levy-Schneider,Hugues,07/08/1983,38,France,NON PERMANENT,Post Doctorant
01/01/2004,Mme,Loiseau,Denise,08/01/1971,50,France,PERMANENT,Professeur 1ère Classe
02/10/2017,M,Loiseau,Marcel,29/07/1962,59,Belgique,NON PERMANENT,Doctorant
20/02/2017,M,Loiseau,Yves,04/12/1992,29,France,NON PERMANENT,Stagiaire
01/10/2012,Mme,Lombard,Lorraine,22/01/1965,56,Roumanie,NON PERMANENT,Doctorant
01/01/2010,Mme,Lombard,Noémi-Clémence,28/06/1963,58,France,NON PERMANENT,Ingénieur d'Etudes
01/11/2021,Mme,Lombard,Thérèse,01/10/1960,61,France,PERMANENT,Chargé de Recherche Classe Normale
01/12/2011,Mme,Lombard,Zoé,23/03/1964,57,France,DETACHEMENT entrant,Technicien de la Recherche
01/10/2021,Mme,Lopes,Astrid,09/01/1981,40,Liban,NON PERMANENT,Doctorant
01/04/2021,M,Lopes,Maurice,05/03/1991,30,France,NON PERMANENT,Post Doctorant
07/04/2020,Mme,Lopez,Capucine,07/12/1996,25,Tunisie,NON PERMANENT,Post Doctorant
09/02/2015,Mme,Lopez,Christelle,27/05/1971,50,Tunisie,NON PERMANENT,Doctorant
12/06/2007,M,Lopez,Lucas,16/07/1977,44,--- Inconnu ---,PERMANENT,Maître de Conférences
01/11/2012,Mme,Lopez,Thérèse,16/06/2002,19,Tunisie,NON PERMANENT,Doctorant
01/09/2021,Mme,Lopez,Victoire,02/01/1967,54,Espagne,NON PERMANENT,Doctorant
01/11/2013,Mme,Louis,Laurence,30/10/1975,46,France,PERMANENT,Chargé de Recherche
01/02/2010,M,Louis,René,23/12/1996,25,Irlande,NON PERMANENT,Ingénieur d'Etudes
03/02/2011,M,Lucas,Alfred,24/11/1969,52,France,NON PERMANENT,Stagiaire
02/03/2011,Mme,Lucas,Marthe,05/08/1963,58,Inde,NON PERMANENT,Ingénieur de Recherche
01/09/2010,M,Lucas,Roger,25/11/1969,52,Algérie,PERMANENT,Maître de Conférences
06/01/2006,M,Lucas,Thierry,18/06/1999,22,--- Inconnu ---,NON PERMANENT,Doctorant
20/12/2007,M,Mace,Aimé-Benoît,11/06/1963,58,France,NON PERMANENT,Stagiaire
01/10/2015,Mme,Mace,Josette,15/03/1999,22,--- Inconnu ---,PERMANENT,Chargé de Recherche 2ème Classe
11/10/2017,Mme,Mace,Simone,30/06/1962,59,Chine,NON PERMANENT,Doctorant
28/11/2010,M,Mace,Théophile-Raymond,24/11/1987,34,Brésil,NON PERMANENT,Doctorant
07/09/2011,M,Mace-Bertrand,Luc,01/11/2002,19,Chili,NON PERMANENT,Professeur
16/11/2020,M,Mace-Michaud,Auguste,21/07/1984,37,Allemagne,NON PERMANENT,Doctorant
01/09/2011,M,Mace-Seguin,Emmanuel,15/10/1989,32,Cameroun,NON PERMANENT,Chercheur
01/10/2018,M,Mahe,Guy,07/10/1975,46,France,NON PERMANENT,Doctorant
01/01/2010,M,Mahe,Jérôme,15/06/1993,28,France,PERMANENT,Maître de Conférences
18/03/2019,M,Maillard,Auguste,26/10/1997,24,France,NON PERMANENT,Stagiaire
23/09/2015,M,Maillard,Charles,13/11/2001,20,Algérie,NON PERMANENT,Stagiaire
01/10/2010,M,Maillard,Julien-Bernard,04/05/1972,49,France,NON PERMANENT,Doctorant
